onlineProdSn,onlineProdCode,brandSn,brandName,url,prodName,salePrice,description,mainCategory,subCategory,detailCategory,reviewCount,avgRating,imageUrl,price,discountRate,ingredients
59499,111970001567,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=59499,크림스킨 스페셜 기프트 세트 (본품170ml+리필130ml),26400,"세라펩타이드 크림을 스킨으로 녹여, 첫 단계부터 보습을 깊게 채우고 속탄력 및 장벽을 개선하여 촉촉하고 탄탄한 윤광피부를 완성해주는 #첫보습스킨",스킨케어,모이스처라이징,,3374,4.89,https://images-kr.amoremall.com/products/111970001567/111970001567_01.png?1766478925835,33000,20,
41029,111970001027,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=41029,네오쿠션 퍼프 (글로우/매트) 1입,2000,,소품 & 도구,미용 소도구,스펀지&퍼프,2705,4.77,https://images-kr.amoremall.com/products/111970001027/111970001027_01.png?1683522133907,2500,20,
50911,111970001216,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=50911,워터뱅크 블루 히알루로닉 클렌징 폼 150g,17500,사르르 녹는 셀룰로오스를 담은 쫀쫀한 거품이 메이크업 잔여물부터 모공 속 노폐물까지 한 번에 세정하는 클렌징 폼,스킨케어,클렌징,클렌징폼,1148,4.82,https://images-kr.amoremall.com/products/111970001216/111970001216_01.png?1766048310993,25000,30,
64436,111970001863,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=64436,크림 스킨 미스트 30ml,8640,크림 한 통을 그대로 녹여내어 피부에 촉촉함과 윤기를 선사하는  보습 미스트,스킨케어,모이스처라이징,미스트,684,4.77,https://images-kr.amoremall.com/products/111970001863/111970001863_01.png?1742359720466,12000,28,
56097,111970001452,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=56097,크림스킨 미스트펌프,4000,크림 스킨 본품과 호환 가능한 미스트 펌프.,소품 & 도구,미용 소도구,,729,4.76,https://images-kr.amoremall.com/products/111970001452/111970001452_01.png?1672276982409,5000,20,
64847,111970001904,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=64847,[도넛립세럼] 글레이즈 크레이즈 틴티드 립 세럼 (8종) 12g,18700,95% 의 스킨케어 성분을 함유하여  건조한 입술에 세럼 광과 맑은 컬러를  선사 하는 립 세럼,메이크업,립,립케어 & 립밤,1715,4.87,https://images-kr.amoremall.com/products/111970001904/111970001904_01.png?1745566935358,22000,15,
63711,111970001839,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=63711,NEW 립 슬리핑 마스크 20g,15840,,메이크업,립,립케어 & 립밤,5390,4.93,https://images-kr.amoremall.com/products/111970001839/111970001839_01.png?1739709724075,22000,28,
20978,111970000474,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=20978,립 슬리핑 마스크 EX 20g,15840,잠자는 사이 각질 관리와 강력한 보습 충전으로 아침이면 매끈 탱탱한 입술로 가꿔주는 립 전용 슬리핑 마스크,메이크업,립,립케어 & 립밤,15896,4.91,https://images-kr.amoremall.com/products/111970000474/111970000474_01.png?1732466969532,22000,28,
50917,111970001222,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=50917,워터뱅크 블루 히알루로닉 아이 크림 25ml,32000,가벼운 텍스처가 얇은 눈가를 감싸면서 건조해진 눈가 피부결 & 탄력을 이중으로 개선해주는 아이 크림,스킨케어,모이스처라이징,아이 & 넥,931,4.75,https://images-kr.amoremall.com/products/111970001222/111970001222_01.png?1733969302629,40000,20,
20006,111970000317,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=20006,워터 슬리핑 마스크 70ml,22400,낮 동안 흐트러진 피부 리듬을 되찾고 맑고 투명한 피부로 가꿔주는 수분 마스크,스킨케어,스페셜 케어,마스크 & 팩,6966,4.79,https://images-kr.amoremall.com/products/111970000317/111970000317_01.png?1754008467960,32000,30,
63063,111970001785,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=63063,립 글로이 밤 10g,13680,,메이크업,립,립케어 & 립밤,9631,4.91,https://images-kr.amoremall.com/products/111970001785/111970001785_01.png?1730961843104,19000,28,
56896,111970001466,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=56896,네오 에센셜 블러링 피니시 파우더 7g,21600,[라네즈 네오 피니시 파우더]미세한 마이크로 입자가 뭉침 없이 투명하게 블러링 되어 피부 결을 매끄럽게 정돈해줍니다.,메이크업,페이스,파우더,1299,4.8,https://images-kr.amoremall.com/products/111970001466/111970001466_01.png?1677831437211,27000,20,
64558,111970001870,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=64558,NEW 워터뱅크 UV 베리어 선크림 SPF50+ PA++++ 50ml,22680,,스킨케어,선케어,,361,4.83,https://images-kr.amoremall.com/products/111970001870/111970001870_01.png?1748494335424,28000,19,
50918,111970001223,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=50918,워터뱅크 블루 히알루로닉 기초 세트(중·건성) 160ml+120ml,48300,피부 깊은 곳부터 수분을 채워 부드러운 피부결로 개선하고 건강한 피부 장벽을 세워주는 고보습 기초 세트,스킨케어,세트,,2206,4.84,https://images-kr.amoremall.com/products/111970001223/111970001223_01.png?1762909865610,69000,30,
50850,111970001213,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=50850,워터뱅크 블루 히알루로닉 세럼 50ml,36000,매끄럽게 녹아드는 포뮬라가 피부에 수분을 즉시 꽉 채워주고 탄력을 개선하여 생기 넘치는 피부로 가꿔주는 급속 수분 충전 세럼,스킨케어,모이스처라이징,에센스 & 세럼,1261,4.79,https://images-kr.amoremall.com/products/111970001213/111970001213_01.png?1680252289292,45000,20,
57663,111970001493,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=57663,네오쿠션 글로우 더블 SPF46/PA++ (본품15g+리필15g),36000,다이아몬드 펄과 스킨케어 성분으로 피부속부터 24시간 맑게 빛나는 광채를 선사하는 글로우 쿠션 ('수분+탄력+항산화+미백' 스킨케어링 성분함유),메이크업,페이스,,476,4.85,https://images-kr.amoremall.com/products/111970001493/111970001493_01.png?1681286650029,45000,20,
65051,111970001927,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=65051,네오 쿠션 뮤이 더블 SPF42/PA++ 15g*2,37600,"본품과 리필이 포함된 구성! 얇지만 빈틈없이 커버하는 세미매트 쿠션. MUYI 콜라보 디자인, 2중 커버와 밀착력까지 잡은 리미티드 에디션! 아모레 직영몰에서는 무료배송",메이크업,페이스,쿠션,258,4.75,https://images-kr.amoremall.com/products/1764840729124/111970001927/111970001927_00.png?1764840730285,47000,20,
52644,111970001284,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=52644,워터뱅크 블루 히알루로닉 클렌징 오일 250ml,26600,산뜻하게 유화되는 포뮬라가 워터 프루프 메이크업과 모공 속 노폐물까지 끈적임 없이 깨끗하게 지워주는 모공 케어 클렌징 오일,스킨케어,클렌징,클렌징 오일,1177,4.81,https://images-kr.amoremall.com/products/111970001284/111970001284_01.png?1766048296614,38000,30,
50914,111970001219,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=50914,워터뱅크 블루 히알루로닉 에멀젼 중·건성용 120ml,28800,"피부에 부드럽게 녹아내려 보습 장벽을 쌓아 건강한 피부로 가꾸어주고, 건조한 피부에 수분 윤기와 결 케어를 더해주는 고보습 에멀젼",스킨케어,모이스처라이징,로션 & 에멀젼,248,4.73,https://images-kr.amoremall.com/products/1744009386021/111970001219/111970001219_00.png?1744009387181,36000,20,
47415,111970001136,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=47415,래디언씨 선크림 SPF50+/PA++++ 50ml,18000,"미백과 자외선을 한번에 해결할 수 있는 단 하나의 솔루션. UV, 잡티, 색소에 모두 강력한 래디언C 선크림",스킨케어,선케어,선블럭,1445,4.77,https://images-kr.amoremall.com/products/111970001136/111970001136_01.png?1734499101742,30000,40,
65569,111970001944,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=65569,네오 쿠션 뮤이 싱글 SPF42/PA++ 15g,27200,,메이크업,페이스,쿠션,87,4.64,https://images-kr.amoremall.com/products/1764840130848/111970001944/111970001944_00.png?1764840131886,32000,15,
56897,111970001467,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=56897,[리필] 네오 에센셜 블러링 피니시 파우더 7g,16800,미세한 마이크로 입자가 뭉침 없이 투명하게 블러링 되어 피부 결을 매끄럽게 정돈해주는 라네즈 네오 라인의 피니시 파우더,메이크업,페이스,파우더,345,4.9,https://images-kr.amoremall.com/products/111970001467/111970001467_01.png?1676618464423,21000,20,
61153,111970001655,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=61153,바운시 앤 펌 슬리핑 마스크 60ml,27000,"피오니&콜라겐 컴플렉스™와 하이드로-멜트 글로우 캡슐, 펩타이드가 함유된 포뮬라가 지친 피부에 생기와 탄력을 부여하여 탄탄하게 빛나는 피부로 가꿔주는 기능성 슬리핑 마스크",스킨케어,스페셜 케어,,1248,4.84,https://images-kr.amoremall.com/products/111970001655/111970001655_01.png?1732760304989,36000,25,
60039,111970001598,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=60039,워터뱅크 블루 히알루로닉 모이스춰 크림 리필 50ml,25200,건조로 푸석하고 생기 잃은 피부에  탄탄한 피부 장벽과 맑은 피부광을 선사해주는 탄탄 장벽 크림,스킨케어,모이스처라이징,,255,4.8,https://images-kr.amoremall.com/products/1759381725157/111970001598/111970001598_00.png?1759381726282,36000,30,
33239,111970000844,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=33239,래디언씨 크림 30ml,23040,눈에 보이지 않는 초미세잡티까지 피부 고민을 지우는 고보습 비타민 크림,스킨케어,모이스처라이징,크림,6383,4.75,https://images-kr.amoremall.com/products/111970000844/111970000844_01.png?1723521604195,32000,28,
66932,111970002126,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=66932,립 슬리핑마스크 EX 스트로베리 쇼트케이크 20g,17250,잠자는 사이 각질 관리와 강력한 보습충전으로 아침이면 매끈 탱탱한 입술로 가꿔주는 립전용 슬리핑 마스크,메이크업,립,립케어 & 립밤,213,4.84,https://images-kr.amoremall.com/products/111970002126/111970002126_01.png?1758699378113,23000,25,
56086,111970001448,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=56086,NEW 퍼펙트리뉴 3X 세럼 어드밴스드 기획세트 40ml,68000,"더 강력해진 ‘주름세럼’, ‘탄력세럼’, ‘광채세럼’을 한병에 담아, 피부 각 층에서 일어나는 노화 징후를 광채 피부로 가꿔주는 NEW 트리플샷 세럼",스킨케어,모이스처라이징,에센스 & 세럼,1406,4.81,https://images-kr.amoremall.com/products/111970001448/111970001448_01.png?1745905531590,85000,20,
50912,111970001217,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=50912,워터뱅크 블루 히알루로닉 에센스 토너 중·건성용 160ml,26400,"거칠어진 피부결을 부드럽게 케어해주고, 피부에 수분 생기를 채워 본연의 보습 능력을 향상시켜주는 촉촉한 타입의 에센스 토너",스킨케어,모이스처라이징,스킨 & 토너,249,4.7,https://images-kr.amoremall.com/products/1744009305891/111970001217/111970001217_00.png?1744009306624,33000,20,
60038,111970001597,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=60038,워터뱅크 블루 히알루로닉 인텐시브 크림 리필 50ml,25200,"붉은기, 각질 들뜸까지 온 극건조 피부를 위해  손상 피부 장벽을 빠르게 개선시켜주는 리페어 장벽 크림",스킨케어,모이스처라이징,,126,4.73,https://images-kr.amoremall.com/products/1759381402726/111970001597/111970001597_00.png?1759381403887,36000,30,
56098,111970001453,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=56098,[리필] 크림스킨 170ml,18720,"세라펩타이드 크림을 스킨으로 녹여, 첫 단계부터 보습을 깊게 채우고 속탄력 및 장벽을 개선하여 촉촉하고 탄탄한 윤광피부를 완성해주는 #첫보습스킨",스킨케어,모이스처라이징,스킨 & 토너,656,4.87,https://images-kr.amoremall.com/products/111970001453/111970001453_01.png?1672277038371,26000,28,
64885,111970001905,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=64885,젤 크림스킨 스페셜 기프트 세트 (본품 170ml+증정50ml),23760,"피부 진정, 유수분 밸런스, 피부 결 정돈을 도와줍니다.",스킨케어,모이스처라이징,스킨 & 토너,322,4.76,https://images-kr.amoremall.com/products/111970001905/111970001905_01.png?1745998530788,33000,28,
57662,111970001492,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=57662,네오쿠션 매트 더블 SPF46/PA++ (본품15g+리필15g),36000,한번의 터치로 *50시간 무너짐 없는 완벽한 피부를 완성하는 하이퍼 슬림 쿠션 ('수분+탄력+항산화+오일컨트롤' 스킨케어링 성분함유) *색상지속력,메이크업,페이스,,689,4.79,https://images-kr.amoremall.com/products/111970001492/111970001492_01.png?1719466514643,45000,20,
50919,111970101224,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=50919,워터뱅크 블루 히알루로닉 기초 세트(지·복합용) 160ml+120ml,48300,피부의 각질 들뜸을 줄여주고 유수분 밸런스를 케어하여 건강한 피부결로 가꿔주는 고수분 기초 세트,스킨케어,세트,,896,4.79,https://images-kr.amoremall.com/products/111970101224/111970101224_01.png?1762910021250,69000,30,
65905,111970001973,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=65905,아이래시 컬러,12000,빠르고 쉽게 아찔한 C컬 속눈썹을 완성해주는 뷰러,소품 & 도구,속눈썹,,111,4.72,https://images-kr.amoremall.com/products/111970001973/111970001973_01.png?1750842241611,15000,20,
59162,111970001552,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=59162,스킨 베일 베이스 SPF28/PA++ 30ml,31200,최소한의 레이어링으로 즉시 내 피부 같이 자연스럽고 산뜻하게 화사한 피부로 연출해주는 메이크업 베이스,메이크업,페이스,프라이머 & 베이스,319,4.77,https://images-kr.amoremall.com/products/111970001552/111970001552_01.png?1690879808576,39000,20,
60041,111970001599,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=60041,워터뱅크 블루 히알루로닉 젤 크림 리필 50ml,25920,번들거리는 지성 피부에 끈적임 없이 산뜻하게 수분을  충전해 주고 자극 받은 피부를 진정시켜 주는 수딩 장벽 크림,스킨케어,모이스처라이징,,156,4.85,https://images-kr.amoremall.com/products/1759381774387/111970001599/111970001599_00.png?1759381775419,36000,28,
20237,111970100552,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=20237,블루에너지 EX 2종 세트 (180ml+125ml),37200,바다에서 찾아낸 맑고 강인한 생명력으로 건강하고 깨끗한 남자 피부를 선사하는 라네즈옴므 블루 에너지 라인,남성,스킨 & 로션,,1101,4.74,https://images-kr.amoremall.com/products/111970100552/111970100552_01.png?1763013128910,62000,40,
18273,111970000551,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=18273,블루 에너지 에센스 인 로션 EX 125ml,19200,남자의 4가지 피부 스트레스 현상을 케어하여 건강하고 깨끗한 피부로 집중 관리해주는 안티에이징 에센스 인 로션,남성,스킨 & 로션,,608,4.7,https://images-kr.amoremall.com/products/1750658683691/111970000551/111970000551_00.png?1750658685162,32000,40,
61268,111970001660,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=61268,바운시 앤 펌 아이 슬리핑 마스크 20g,23040,바르는 순간 즉각적 쿨링 효과를 주는 수분 캡슐 제형과 만나 눈가 붓기 완화 및 주름 개선에 도움을 주는 기능성 아이 슬리핑 마스크,스킨케어,모이스처라이징,,788,4.74,https://images-kr.amoremall.com/products/111970001660/111970001660_01.png?1724398158301,32000,28,
57661,111970001491,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=57661,[리필] NEW 네오쿠션_매트 SPF46/PA++ 15g,20400,한번의 터치로 *50시간 무너짐 없는 완벽한 피부를 완성하는 하이퍼 슬림 쿠션 ('수분+탄력+항산화+오일컨트롤' 스킨케어링 성분함유) *색상지속력,메이크업,페이스,,630,4.81,https://images-kr.amoremall.com/products/111970001491/111970001491_01.png?1681286564861,24000,15,
20236,111970000550,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=20236,블루 에너지 스킨 토너 EX 180ml,18000,"맑은 수분 에너지를 채워주고, 지친 피부를 진정시켜 탄력있고 깨끗한 피부의 시작을 여는 젤타입 안티에이징 스킨 토너",남성,스킨 & 로션,,338,4.72,https://images-kr.amoremall.com/products/1759381266808/111970000550/111970000550_00.png?1759381267845,30000,40,
61250,111970001659,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=61250,바운시 앤 펌 립 트리트먼트 12g,21600,세라마이드 캡슐이 초밀착 퍼밍 젤 제형과 만나  입술 주름 사이사이를 메꿔 탄탄하고 탱탱한 입술로 가꿔주는 립 트리트먼트,메이크업,립,,284,4.78,https://images-kr.amoremall.com/products/111970001659/111970001659_01.png?1724217171492,30000,28,
24196,111970000655,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=24196,시카 슬리핑 마스크 60ml,23800,슬리핑 마이크로바이옴™ 기술과 강력한 시카 성분으로 건조하고 민감해진 피부를 밤 사이 다독여주는 진정 마스크,스킨케어,스페셜 케어,마스크 & 팩,1998,4.71,https://images-kr.amoremall.com/products/111970000655/111970000655_01.png?1754008308233,34000,30,
66363,111970002090,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=66363,시카 슬리핑 마스크 25ml,12800,,스킨케어,스페셜 케어,마스크 & 팩,13,4.62,https://images-kr.amoremall.com/products/111970002090/111970002090_01.png?1754015396316,16000,20,
64965,111970001919,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=64965,NEW 스무디 메이크업 세럼 30ml,20160,,스킨케어,모이스처라이징,에센스 & 세럼,144,4.67,https://images-kr.amoremall.com/products/111970001919/111970001919_01.png?1746772586704,28000,28,
63689,111970001838,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=63689,워터뱅크 젠틀 젤 클렌저 250ml,19440,당김 없이 데일리 메이크업과 선크림만 부드럽게 지워주며 무너진 밸런스를 맞추어 촉촉한 피부 장벽을 만드는 pH 5.0 약산성 클렌징 젤,스킨케어,클렌징,클렌징폼,173,4.76,https://images-kr.amoremall.com/products/111970001838/111970001838_01.png?1736124114864,27000,28,
66361,111970002088,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=66361,워터 슬리핑 마스크 25ml,11200,,스킨케어,스페셜 케어,마스크 & 팩,43,4.74,https://images-kr.amoremall.com/products/111970002088/111970002088_01.png?1754013951124,14000,20,
50915,111970001220,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=50915,워터뱅크 블루 히알루로닉 에멀젼 지·복합용 120ml,28800,가볍고 보송한 텍스처가 매끈한 피부결로 가꾸어주고 끈적임 없이 수분을 레이어링하여 피부의 유수분 밸런스를 조절해주는 고수분 에멀젼,스킨케어,모이스처라이징,로션 & 에멀젼,156,4.78,https://images-kr.amoremall.com/products/1744009418549/111970001220/111970001220_00.png?1744009419611,36000,20,
50913,111970001218,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=50913,워터뱅크 블루 히알루로닉 에센스 토너 지·복합용 160ml,26400,거친 피부결을 부드럽게 정돈하고 피부 유수분 밸런스를 조절해주는 산뜻한 타입의 에센스 토너,스킨케어,모이스처라이징,스킨 & 토너,157,4.78,https://images-kr.amoremall.com/products/1744009346376/111970001218/111970001218_00.png?1744009347188,33000,20,
65570,111970001945,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=65570,[리필] 네오 쿠션 뮤이 SPF42/PA++ 15g,21250,,메이크업,페이스,쿠션,27,4.81,https://images-kr.amoremall.com/products/111970001945/111970001945_01.png?1748417557122,25000,15,
59972,111970001593,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=59972,워터뱅크 블루 히알루로닉 인텐시브 크림 50ml,30240,"붉은기, 각질 들뜸까지 온 극건조 피부를 위해  손상 피부 장벽을 빠르게 개선시켜주는 리페어 장벽 크림",스킨케어,모이스처라이징,,343,4.85,https://images-kr.amoremall.com/products/111970001593/111970001593_01.jpg?1731303977213,42000,28,
64330,111970001857,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=64330,[소용량] NEW 바운시 앤 펌 세럼 15ml,17280,,스킨케어,모이스처라이징,에센스 & 세럼,75,4.83,https://images-kr.amoremall.com/products/111970001857/111970001857_01.png?1742347433571,24000,28,
64311,111970001856,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=64311,NEW 바운시 앤 펌 세럼 30ml,32400,,스킨케어,모이스처라이징,에센스 & 세럼,503,4.79,https://images-kr.amoremall.com/products/111970001856/111970001856_01.png?1742347263911,45000,28,
59974,111970001595,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=59974,워터뱅크 블루 히알루로닉 젤 크림 50ml,29400,번들거리는 지성 피부에 끈적임 없이 산뜻하게 수분을  충전해 주고 자극 받은 피부를 진정시켜 주는 수딩 장벽 크림,스킨케어,모이스처라이징,,2198,4.79,https://images-kr.amoremall.com/products/111970001595/111970001595_01.jpg?1731304073446,42000,30,
56949,111970001471,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=56949,퍼펙트리뉴 5D 선 프로텍터 에센스 50ml,29400,자외선 차단은 물론 광노화로부터 피부를 지켜 탄력있고 광채나는 피부를 선사하는 안티에이징 선 에센스,스킨케어,모이스처라이징,,705,4.71,https://images-kr.amoremall.com/products/111970001471/111970001471_01.png?1756275311770,42000,30,
35246,111970000870,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=35246,[리필] NEW 네오쿠션_글로우  SPF46/PA++ 15g,20400,다이아몬드 펄과 스킨케어 성분으로 피부속부터 24시간 맑게 빛나는 광채를 선사하는 글로우 쿠션 ('수분+탄력+항산화+미백' 스킨케어링 성분함유),메이크업,페이스,쿠션,406,4.72,https://images-kr.amoremall.com/products/111970000870/111970000870_01.png?1685494907738,24000,15,
63688,111970001837,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=63688,퍼펙트리뉴 너리싱 오일 투 폼 클렌저 200ml,20880,오일에서 폼으로 트랜스포밍되는 2 IN 1 제형이 예민해진 피부를 마일드하게 세정하여 본연의 건강한 피부 상태로 되돌리는 메이크업 리무빙 클렌져,스킨케어,클렌징,클렌징 오일,124,4.77,https://images-kr.amoremall.com/products/111970001837/111970001837_01.png?1736124186375,29000,28,
56087,111970001449,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=56087,퍼펙트리뉴 3X 크림 어드밴스드 50ml,60000,"버터리한 고경도 제형에 피부 안티에이징의 핵심 성분인 *3XTM을 담아 바르는 즉시 피부에 밀착되어 피부를 개선해주고, 건강한 광채 피부로 가꿔주는 기능성 안티에이징 퍼밍 크림",스킨케어,모이스처라이징,크림,276,4.84,https://images-kr.amoremall.com/products/111970001449/111970001449_01.png?1745906638670,75000,20,
53320,111970001326,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=53320,래디언씨 더블 액티브 브라이트닝 에센스 30g,39200,피부 피로를 회복시켜주는 믹스 타입의 탄력-미백 에센스,스킨케어,스페셜 케어,,757,4.7,https://images-kr.amoremall.com/products/111970001326/111970001326_01.jpg?1723521657929,56000,30,
51990,111970001258,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=51990,래디언씨 비타민 스팟 앰플 10g,22400,,스킨케어,스페셜 케어,앰플,513,4.71,https://images-kr.amoremall.com/products/111970001258/111970001258_01.png?1723521635842,32000,30,
37629,111970000919,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=37629,네오쿠션_매트 싱글 SPF46/PA++ (본품15g),25500,한번의 터치로 *50시간 무너짐 없는 완벽한 피부를 완성하는 하이퍼 슬림 쿠션 ('수분+탄력+항산화+오일컨트롤' 스킨케어링 성분함유) *색상지속력,메이크업,페이스,쿠션,3065,4.7,https://images-kr.amoremall.com/products/111970000919/111970000919_01.png?1719816582186,30000,15,
65950,111970001974,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=65950,[깜자콜라보] 워터뱅크 젤 크림 기획세트 50ml,30240,"피부 유수분 밸런싱, 장벽 케어에 도움을 줍니다.",스킨케어,모이스처라이징,수분크림,168,4.79,https://images-kr.amoremall.com/products/111970001974/111970001974_01.png?1751431227960,42000,28,
50701,111970001208,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=50701,래디언씨 어드밴스드 이펙터 150ml,29250,매일 매일 환해지는 피부를 선사하는 첫단계 스킨케어,스킨케어,모이스처라이징,스킨 & 토너,714,4.75,https://images-kr.amoremall.com/products/111970001208/111970001208_01.png?1723521650213,45000,35,
60501,111970001613,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=60501,[소용량] 워터뱅크 블루 히알루로닉 인텐시브 크림 20ml,16560,"붉은기, 각질 들뜸까지 온 극건조 피부를 위해  손상 피부 장벽을 빠르게 개선시켜주는 리페어 장벽 크림",스킨케어,모이스처라이징,,121,4.79,https://images-kr.amoremall.com/products/111970001613/111970001613_01.png?1703574533258,23000,28,
60499,111970001612,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=60499,[소용량] 워터뱅크 블루 히알루로닉 젤 크림 20ml,16560,번들거리는 지성 피부에 끈적임 없이 산뜻하게 수분을  충전해 주고 자극 받은 피부를 진정시켜 주는 수딩 장벽 크림,스킨케어,모이스처라이징,,111,4.83,https://images-kr.amoremall.com/products/111970001612/111970001612_01.png?1703574442729,23000,28,
56088,111970001450,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=56088,퍼펙트리뉴 3X 투스텝 2종 세트,72800,안티에이징 기능성 스킨 & 에멀전 2-STEP 으로 구성되어  단계별 케어에 도움을 주는 세트,스킨케어,모이스처라이징,스킨 & 토너,180,4.82,https://images-kr.amoremall.com/products/111970001450/111970001450_01.png?1673916724123,104000,30,
56085,111970001447,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=56085,퍼펙트리뉴 3X 에멀젼 어드밴스드 130ml,43200,"풍부한 영양감으로 피부에 생기를 부여해 건강한 밑바탕 피부를 만들고, 유연하고 매끈한 광채 피부를 완성시켜 주는 안티에이징 기능성 에멀젼",스킨케어,모이스처라이징,로션 & 에멀젼,75,4.81,https://images-kr.amoremall.com/products/111970001447/111970001447_01.png?1745906394713,54000,20,
37626,111970000918,31,라네즈,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=37626,네오쿠션_글로우 싱글 SPF46/PA++ 15g,25500,다이아몬드 펄과 스킨케어 성분으로 피부속부터 24시간 맑게 빛나는 광채를 선사하는 글로우 쿠션 ('수분+탄력+항산화+미백' 스킨케어링 성분함유),메이크업,페이스,쿠션,849,4.62,https://images-kr.amoremall.com/products/111970000918/111970000918_01.png?1719816795329,30000,15,
